P,Player,Week,Team,Opp,Opp Rank,FDSal,,DK Salary,FD Points,DK Points,DK Multiplier
WR,Freddie Swain,6,SEA,PIT,31,5200,3400,3.4,0.6,1.6,0.5
WR,Nelson Agholor,13,NE,BUF,1,5500,3700,3.7,0.6,0.6,0.2
WR,Andre Roberts,15,LAC,KC,10,4500,3000,3,0.6,0.6,0.2
WR,DeAndre Carter,17,WAS,PHI,2,5100,3700,3.7,0.6,0.6,0.2
WR,Chris Conley,17,HOU,SF,24,5100,3900,3.9,0.6,1.1,0.3
WR,Ty Montgomery,18,NO,ATL,27,4700,3000,3,0.6,1.1,0.4
WR,Isaiah Ford,17,MIA,TEN,31,5000,3200,3.2,0.5,1,0.3
WR,Equanimeous St. Brown,2,GB,DET,26,4600,3000,3,0.5,1,0.3
WR,Jaelon Darden,3,TB,LAR,6,4500,3000,3,0.5,1,0.3
WR,Mike Thomas,4,CIN,JAX,21,4600,3000,3,0.5,1,0.3
WR,Marcus Johnson,7,TEN,KC,17,5200,3000,3,0.5,0.5,0.2
WR,Tajaé Sharpe,10,ATL,DAL,26,5200,3900,3.9,0.5,1,0.3
WR,Dez Fitzpatrick,10,TEN,NO,30,4500,3000,3,0.5,1,0.3
WR,Adam Thielen,13,MIN,DET,12,7600,7300,7.3,0.5,1,0.1
WR,Ray-Ray McCloud,15,PIT,TEN,31,5000,3300,3.3,0.5,1,0.3
WR,Ty Montgomery,7,NO,SEA,26,4800,3000,3,0.4,0.4,0.1
WR,DeSean Jackson,11,LV,CIN,12,5300,3400,3.4,0.4,0.4,0.1
WR,Andre Roberts,11,LAC,PIT,19,4500,3000,3,0.4,0.4,0.1
WR,Jalen Reagor,11,PHI,NO,28,5000,3300,3.3,0.4,0.9,0.3
WR,Penny Hart,13,SEA,SF,9,4600,3000,3,0.4,0.9,0.3
WR,Jalen Guyton,3,LAC,KC,18,4700,3200,3.2,0.3,0.3,0.1
WR,A.J. Brown,3,TEN,IND,30,6800,6500,6.5,0.3,0.3,0.0
WR,Rashard Higgins,7,CLE,DEN,17,5100,3500,3.5,0.3,0.8,0.2
WR,Shi Smith,8,CAR,ATL,24,4600,3000,3,0.3,0.8,0.3
WR,Tavon Austin,11,JAX,SF,10,4700,3000,3,0.3,1.8,0.6
WR,Kendrick Bourne,13,NE,BUF,1,5800,5200,5.2,0.3,0.3,0.1
WR,Dede Westbrook,13,MIN,DET,12,4700,3000,3,0.3,0.8,0.3
WR,Curtis Samuel,13,WAS,LV,6,5000,4000,4,0.3,0.8,0.2
WR,Freddie Swain,14,SEA,HOU,21,4700,3300,3.3,0.3,0.3,0.1
WR,Dax Milne,15,WAS,PHI,5,4600,3000,3,0.3,0.8,0.3
WR,Maurice Ffrench,16,LAC,HOU,20,4500,3000,3,0.3,0.3,0.1
WR,Devin Duvernay,18,BAL,PIT,18,5000,3400,3.4,0.2,0.2,0.1
WR,DeAndre Carter,2,WAS,NYG,10,4500,3000,3,0.2,0.2,0.1
WR,Diontae Spencer,3,DEN,NYJ,4,4500,3000,3,0.2,0.7,0.2
WR,Ty Montgomery,10,NO,TEN,32,4700,3000,3,0.2,0.2,0.1
WR,Zach Pascal,12,IND,TB,12,5300,3500,3.5,0.2,2.2,0.6
WR,Marquise Goodwin,4,CHI,DET,15,4700,3100,3.1,0.1,0.1,0.0
WR,Adam Humphries,6,WAS,KC,25,5000,3400,3.4,0.1,0.6,0.2
WR,Dee Eskridge,10,SEA,GB,6,4600,3000,3,0.1,0.6,0.2
WR,Chris Moore,12,HOU,NYJ,24,5000,3000,3,0.1,0.6,0.2
WR,Dax Milne,17,WAS,PHI,2,4600,3000,3,0.1,0.1,0.0
WR,Equanimeous St. Brown,20,GB,SF,18,4700,3000,3,0.1,0.1,0.0
WR,Travis Benjamin,15,SF,ATL,26,4500,3000,3,0,0,0.0
WR,Trent Sherfield,15,SF,ATL,26,4600,3000,3,0,0,0.0
WR,River Cracraft,15,SF,ATL,26,4500,3000,3,0,0,0.0
WR,Sammy Watkins,15,BAL,GB,16,5200,4100,4.1,0,0,0.0
WR,Miles Boykin,15,BAL,GB,16,4600,3000,3,0,0,0.0
WR,Binjimen Victor,15,BAL,GB,16,4500,3000,3,0,0,0.0
WR,Equanimeous St. Brown,15,GB,BAL,18,5000,3000,3,0,0,0.0
WR,Juwann Winfree,15,GB,BAL,18,4600,3000,3,0,0,0.0
WR,Malik Taylor,15,GB,BAL,18,4600,3000,3,0,0,0.0
WR,Amari Rodgers,15,GB,BAL,18,4600,3000,3,0,0,0.0
WR,Kenny Stills,15,NO,TB,14,4600,3000,3,0,0,0.0
WR,Ty Montgomery,15,NO,TB,14,4700,3400,3.4,0,0,0.0
WR,Lil'Jordan Humphrey,15,NO,TB,14,4900,3300,3.3,0,0,0.0
WR,Easop Winston Jr.,15,NO,TB,14,4600,3000,3,0,0,0.0
WR,Breshad Perriman,15,TB,NO,25,4700,3400,3.4,0,0,0.0
WR,Jaelon Darden,15,TB,NO,25,4600,3000,3,0,0,0.0
WR,Jarvis Landry,15,CLE,LV,5,6800,12600,12.6,0,0,0.0
WR,JoJo Natson,15,CLE,LV,5,4500,0,0,0,0,#DIV/0!
WR,Lawrence Cager,15,CLE,LV,5,4500,300,0.3,0,0,0.0
WR,Ja'Marcus Bradley,15,CLE,LV,5,4600,300,0.3,0,0,0.0
WR,Anthony Schwartz,15,CLE,LV,5,4700,300,0.3,0,0,0.0
WR,Tyron Johnson,15,LV,CLE,10,4600,300,0.3,0,0,0.0
WR,Dillon Stoner,15,LV,CLE,10,4500,300,0.3,0,0,0.0
WR,Marquise Goodwin,15,CHI,MIN,32,5100,3100,3.1,0,0,0.0
WR,Allen Robinson II,15,CHI,MIN,32,5500,4100,4.1,0,0,0.0
WR,Nsimba Webster,15,CHI,MIN,32,4500,3000,3,0,0,0.0
WR,Isaiah Coulter,15,CHI,MIN,32,4500,3000,3,0,0,0.0
WR,Dazz Newsome,15,CHI,MIN,32,4500,3000,3,0,0,0.0
WR,Adam Thielen,15,MIN,CHI,29,7500,6200,6.2,0,0,0.0
WR,Dede Westbrook,15,MIN,CHI,29,4900,3000,3,0,0,0.0
WR,Trishton Jackson,15,MIN,CHI,29,4500,3000,3,0,0,0.0
WR,Dan Chisena,15,MIN,CHI,29,4500,3000,3,0,0,0.0
WR,Brandon Powell,15,LAR,SEA,6,4500,3000,3,0,0,0.0
WR,Landen Akers,15,LAR,SEA,6,4500,3000,3,0,0,0.0
WR,J.J. Arcega-Whiteside,15,PHI,WAS,30,4600,3000,3,0,0,0.0
WR,Tyler Lockett,15,SEA,LAR,13,7700,6800,6.8,0,0,0.0
WR,Penny Hart,15,SEA,LAR,13,4600,3000,3,0,0,0.0
WR,Cody Thompson,15,SEA,LAR,13,4500,3000,3,0,0,0.0
WR,Dee Eskridge,15,SEA,LAR,13,4700,3300,3.3,0,0,0.0
WR,Curtis Samuel,15,WAS,PHI,5,4800,3500,3.5,0,0,0.0
WR,Antonio Gandy-Golden,15,WAS,PHI,5,4500,3000,3,0,0,0.0
WR,Dyami Brown,15,WAS,PHI,5,4700,3000,3,0,0,0.0
WR,Tajaé Sharpe,17,ATL,BUF,1,4800,3200,3.2,0,0,0.0
WR,Christian Blake,17,ATL,BUF,1,4700,3000,3,0,0,0.0
WR,Frank Darby,17,ATL,BUF,1,4500,3000,3,0,0,0.0
WR,Austin Trammell,17,ATL,BUF,1,4500,3000,3,0,0,0.0
WR,Sammy Watkins,17,BAL,LAR,11,5200,3900,3.9,0,0,0.0
WR,Miles Boykin,17,BAL,LAR,11,4600,3000,3,0,0,0.0
WR,James Proche II,17,BAL,LAR,11,5100,3300,3.3,0,0,0.0
WR,Jaylon Moore,17,BAL,LAR,11,4500,300,0.3,0,0,0.0
WR,Tylan Wallace,17,BAL,LAR,11,4600,3000,3,0,0,0.0
WR,Emmanuel Sanders,17,BUF,ATL,28,5500,4200,4.2,0,0,0.0
WR,Jake Kumerow,17,BUF,ATL,28,4500,3000,3,0,0,0.0
WR,Marquez Stevenson,17,BUF,ATL,28,4500,3000,3,0,0,0.0
WR,Marquise Goodwin,17,CHI,NYG,19,5000,3500,3.5,0,0,0.0
WR,Jakeem Grant Sr.,17,CHI,NYG,19,4900,3600,3.6,0,0,0.0
WR,Isaiah Coulter,17,CHI,NYG,19,4500,0,0,0,0,#DIV/0!
WR,Mike Thomas,17,CIN,KC,12,4600,3000,3,0,0,0.0
WR,Trent Taylor,17,CIN,KC,12,4500,3000,3,0,0,0.0
WR,Stanley Morgan,17,CIN,KC,12,4500,3000,3,0,0,0.0
WR,Trenton Irwin,17,CIN,KC,12,4500,3000,3,0,0,0.0
WR,Ashton Dulin,17,IND,LV,3,4800,3400,3.4,0,0,0.0
WR,Dezmon Patmon,17,IND,LV,3,4600,3000,3,0,0,0.0
WR,Mike Strachan,17,IND,LV,3,4600,3000,3,0,0,0.0
WR,Jaydon Mickens,17,JAX,NE,5,4500,3000,3,0,0,0.0
WR,Josh Hammond,17,JAX,NE,5,4500,3000,3,0,0,0.0
WR,Jeff Cotton,17,JAX,NE,5,4500,3000,3,0,0,0.0
WR,Marcus Kemp,17,KC,CIN,16,4600,3000,3,0,0,0.0
WR,Brandon Powell,17,LAR,BAL,29,4500,3000,3,0,0,0.0
WR,J.J. Koski,17,LAR,BAL,29,4500,3000,3,0,0,0.0
WR,Landen Akers,17,LAR,BAL,29,4500,3000,3,0,0,0.0
WR,Tyron Johnson,17,LV,IND,17,4500,3000,3,0,0,0.0
WR,Bryan Edwards,17,LV,IND,17,5300,3300,3.3,0,0,0.0
WR,Dillon Stoner,17,LV,IND,17,4500,3000,3,0,0,0.0
WR,Albert Wilson,17,MIA,TEN,31,4900,3300,3.3,0,0,0.0
WR,Mack Hollins,17,MIA,TEN,31,4800,3100,3.1,0,0,0.0
WR,Preston Williams,17,MIA,TEN,31,4600,3000,3,0,0,0.0
WR,Kirk Merritt,17,MIA,TEN,31,4500,3000,3,0,0,0.0
WR,Matthew Slater,17,NE,JAX,18,4500,3000,3,0,0,0.0
WR,Nelson Agholor,17,NE,JAX,18,5200,3500,3.5,0,0,0.0
WR,N'Keal Harry,17,NE,JAX,18,4900,3000,3,0,0,0.0
WR,Pharoh Cooper,17,NYG,CHI,26,4600,3000,3,0,0,0.0
WR,John Ross,17,NYG,CHI,26,4900,3000,3,0,0,0.0
WR,Kenny Golladay,17,NYG,CHI,26,5500,5100,5.1,0,0,0.0
WR,Darius Slayton,17,NYG,CHI,26,5000,3900,3.9,0,0,0.0
WR,Alex Bachman,17,NYG,CHI,26,4500,3000,3,0,0,0.0
WR,Collin Johnson,17,NYG,CHI,26,4900,3000,3,0,0,0.0
WR,Kadarius Toney,17,NYG,CHI,26,5300,4600,4.6,0,0,0.0
WR,Travis Toivonen,17,NYG,CHI,26,4500,3000,3,0,0,0.0
WR,Jamison Crowder,17,NYJ,TB,13,5600,4900,4.9,0,0,0.0
WR,D.J. Montgomery,17,NYJ,TB,13,4600,3000,3,0,0,0.0
WR,Denzel Mims,17,NYJ,TB,13,4800,3000,3,0,0,0.0
WR,Elijah Moore,17,NYJ,TB,13,6000,5200,5.2,0,0,0.0
WR,J.J. Arcega-Whiteside,17,PHI,WAS,30,4600,3000,3,0,0,0.0
WR,John Hightower,17,PHI,WAS,30,4500,3000,3,0,0,0.0
WR,Justin Watson,17,TB,NYJ,9,4500,3000,3,0,0,0.0
WR,Scotty Miller,17,TB,NYJ,9,5000,3500,3.5,0,0,0.0
WR,Jaelon Darden,17,TB,NYJ,9,4600,3000,3,0,0,0.0
WR,Julio Jones,17,TEN,MIA,25,5600,5000,5,0,0,0.0
WR,Nick Westbrook-Ikhine,17,TEN,MIA,25,5300,4200,4.2,0,0,0.0
WR,Dez Fitzpatrick,17,TEN,MIA,25,4600,3000,3,0,0,0.0
WR,Racey McMath,17,TEN,MIA,25,4600,3000,3,0,0,0.0
WR,Curtis Samuel,17,WAS,PHI,2,4800,3600,3.6,0,0,0.0
WR,Tim Patrick,17,DEN,LAC,4,5400,4400,4.4,0,0,0.0
WR,Rico Gafford,17,DEN,LAC,4,1,3000,3,0,0,0.0
WR,Travis Fulgham,17,DEN,LAC,4,4500,3000,3,0,0,0.0
WR,Jerry Jeudy,17,DEN,LAC,4,5700,5100,5.1,0,0,0.0
WR,Tyrie Cleveland,17,DEN,LAC,4,4500,3000,3,0,0,0.0
WR,Danny Amendola,17,HOU,SF,24,4700,3000,3,0,0,0.0
WR,Chris Moore,17,HOU,SF,24,4900,3000,3,0,0,0.0
WR,Jordan Veasy,17,HOU,SF,24,4500,3000,3,0,0,0.0
WR,Jalen Camp,17,HOU,SF,24,4500,3000,3,0,0,0.0
WR,Travis Benjamin,17,SF,HOU,20,4500,3000,3,0,0,0.0
WR,River Cracraft,17,SF,HOU,20,4500,3000,3,0,0,0.0
WR,Andy Isabella,17,ARI,DAL,22,4600,3000,3,0,0,0.0
WR,Rondale Moore,17,ARI,DAL,22,5100,4100,4.1,0,0,0.0
WR,Alex Erickson,17,CAR,NO,21,4500,3000,3,0,0,0.0
WR,Brandon Zylstra,17,CAR,NO,21,4800,3000,3,0,0,0.0
WR,Shi Smith,17,CAR,NO,21,4700,3200,3.2,0,0,0.0
WR,Noah Brown,17,DAL,ARI,27,4600,3000,3,0,0,0.0
WR,Malik Turner,17,DAL,ARI,27,4600,3000,3,0,0,0.0
WR,T.J. Vasher,17,DAL,ARI,27,4500,3000,3,0,0,0.0
WR,Simi Fehoko,17,DAL,ARI,27,4500,3000,3,0,0,0.0
WR,Geronimo Allison,17,DET,SEA,7,4500,3000,3,0,0,0.0
WR,Kalif Raymond,17,DET,SEA,7,5000,3800,3.8,0,0,0.0
WR,Josh Reynolds,17,DET,SEA,7,5200,4500,4.5,0,0,0.0
WR,Tom Kennedy,17,DET,SEA,7,4700,3000,3,0,0,0.0
WR,Javon McKinley,17,DET,SEA,7,4500,3000,3,0,0,0.0
WR,Kenny Stills,17,NO,CAR,6,4600,3000,3,0,0,0.0
WR,Tre'Quan Smith,17,NO,CAR,6,5400,4500,4.5,0,0,0.0
WR,Kawaan Baker,17,NO,CAR,6,4500,3000,3,0,0,0.0
WR,David Moore,17,GB,MIN,32,4500,0,0,0,0,#DIV/0!
WR,Amari Rodgers,17,GB,MIN,32,4600,3000,3,0,0,0.0
WR,Dan Chisena,17,MIN,GB,15,4500,3000,3,0,0,0.0
WR,Ihmir Smith-Marsette,17,MIN,GB,15,4800,3000,3,0,0,0.0
WR,Ja'Marcus Bradley,17,CLE,PIT,23,4600,3000,3,0,0,0.0
WR,Anthony Schwartz,17,CLE,PIT,23,4800,3200,3.2,0,0,0.0
WR,Anthony Miller,17,PIT,CLE,12,4600,3000,3,0,0,0.0
WR,James Washington,17,PIT,CLE,12,5100,3500,3.5,0,0,0.0
WR,Steven Sims,17,PIT,CLE,12,4500,0,0,0,0,#DIV/0!
WR,Damion Willis,17,PIT,CLE,12,4500,3000,3,0,0,0.0
WR,Tyler Vaughns,17,PIT,CLE,12,4500,3000,3,0,0,0.0
WR,Cody White,17,PIT,CLE,12,4500,3000,3,0,0,0.0
WR,Rico Gafford,18,DEN,KC,25,0,3000,3,0,0,0.0
WR,Diontae Spencer,18,DEN,KC,25,4500,3000,3,0,0,0.0
WR,Travis Fulgham,18,DEN,KC,25,4500,3000,3,0,0,0.0
WR,Tyrie Cleveland,18,DEN,KC,25,4500,0,0,0,0,#DIV/0!
WR,Kendall Hinton,18,DEN,KC,25,4700,3200,3.2,0,0,0.0
WR,Seth Williams,18,DEN,KC,25,4600,3100,3.1,0,0,0.0
WR,Josh Gordon,18,KC,DEN,8,4600,3000,3,0,0,0.0
WR,Marcus Kemp,18,KC,DEN,8,4500,3000,3,0,0,0.0
WR,Noah Brown,18,DAL,PHI,2,4700,3300,3.3,0,0,0.0
WR,Malik Turner,18,DAL,PHI,2,4600,3200,3.2,0,0,0.0
WR,T.J. Vasher,18,DAL,PHI,2,4500,3000,3,0,0,0.0
WR,Simi Fehoko,18,DAL,PHI,2,4500,3000,3,0,0,0.0
WR,J.J. Arcega-Whiteside,18,PHI,DAL,26,4500,3000,3,0,0,0.0
WR,Sammy Watkins,18,BAL,PIT,18,5100,3900,3.9,0,0,0.0
WR,Miles Boykin,18,BAL,PIT,18,4600,3000,3,0,0,0.0
WR,James Proche II,18,BAL,PIT,18,5000,3200,3.2,0,0,0.0
WR,Jaylon Moore,18,BAL,PIT,18,4500,3000,3,0,0,0.0
WR,Tylan Wallace,18,BAL,PIT,18,4600,3000,3,0,0,0.0
WR,Isaiah Coulter,18,CHI,MIN,32,4500,3000,3,0,0,0.0
WR,Tyler Boyd,18,CIN,CLE,10,6100,5600,5.6,0,0,0.0
WR,Mike Thomas,18,CIN,CLE,10,4900,3000,3,0,0,0.0
WR,Tee Higgins,18,CIN,CLE,10,6800,7200,7.2,0,0,0.0
WR,Rashard Higgins,18,CLE,CIN,17,4900,3600,3.6,0,0,0.0
WR,Ja'Marcus Bradley,18,CLE,CIN,17,4600,3000,3,0,0,0.0
WR,KhaDarel Hodge,18,DET,GB,12,4900,3200,3.2,0,0,0.0
WR,Trinity Benson,18,DET,GB,12,4500,3000,3,0,0,0.0
WR,David Moore,18,GB,DET,20,4500,3000,3,0,0,0.0
WR,Marquez Valdes-Scantling,18,GB,DET,20,5700,4500,4.5,0,0,0.0
WR,Chris Conley,18,HOU,TEN,30,4900,3500,3.5,0,0,0.0
WR,Jalen Camp,18,HOU,TEN,30,4500,3000,3,0,0,0.0
WR,Parris Campbell,18,IND,JAX,25,4500,3000,3,0,0,0.0
WR,Ashton Dulin,18,IND,JAX,25,4700,3200,3.2,0,0,0.0
WR,Dezmon Patmon,18,IND,JAX,25,4500,3000,3,0,0,0.0
WR,Mike Strachan,18,IND,JAX,25,4500,3000,3,0,0,0.0
WR,Tavon Austin,18,JAX,IND,19,4900,3500,3.5,0,0,0.0
WR,Jaydon Mickens,18,JAX,IND,19,4500,3000,3,0,0,0.0
WR,Josh Hammond,18,JAX,IND,19,4500,0,0,0,0,#DIV/0!
WR,Dede Westbrook,18,MIN,CHI,21,4800,3200,3.2,0,0,0.0
WR,Dan Chisena,18,MIN,CHI,21,4500,3000,3,0,0,0.0
WR,John Ross,18,NYG,WAS,29,4700,3000,3,0,0,0.0
WR,David Sills V,18,NYG,WAS,29,4700,3000,3,0,0,0.0
WR,Collin Johnson,18,NYG,WAS,29,4800,3000,3,0,0,0.0
WR,Kadarius Toney,18,NYG,WAS,29,5200,4500,4.5,0,0,0.0
WR,Travis Toivonen,18,NYG,WAS,29,4500,3000,3,0,0,0.0
WR,James Washington,18,PIT,BAL,31,5000,3700,3.7,0,0,0.0
WR,Cody White,18,PIT,BAL,31,4500,3000,3,0,0,0.0
WR,Dez Fitzpatrick,18,TEN,HOU,23,4600,3000,3,0,0,0.0
WR,Racey McMath,18,TEN,HOU,23,4500,3000,3,0,0,0.0
WR,Curtis Samuel,18,WAS,NYG,16,4700,3600,3.6,0,0,0.0
WR,Cam Sims,18,WAS,NYG,16,5200,3800,3.8,0,0,0.0
WR,Dax Milne,18,WAS,NYG,16,4600,3000,3,0,0,0.0
WR,Dyami Brown,18,WAS,NYG,16,4700,3000,3,0,0,0.0
WR,Andy Isabella,18,ARI,SEA,9,4600,3000,3,0,0,0.0
WR,Rondale Moore,18,ARI,SEA,9,5100,3900,3.9,0,0,0.0
WR,Tajaé Sharpe,18,ATL,NO,14,4700,3300,3.3,0,0,0.0
WR,Christian Blake,18,ATL,NO,14,4600,3000,3,0,0,0.0
WR,Frank Darby,18,ATL,NO,14,4500,3000,3,0,0,0.0
WR,Austin Trammell,18,ATL,NO,14,4500,3000,3,0,0,0.0
WR,Emmanuel Sanders,18,BUF,NYJ,13,5400,4100,4.1,0,0,0.0
WR,Marquez Stevenson,18,BUF,NYJ,13,4500,3000,3,0,0,0.0
WR,Alex Erickson,18,CAR,TB,11,4500,3000,3,0,0,0.0
WR,Brandon Zylstra,18,CAR,TB,11,4800,3000,3,0,0,0.0
WR,Keith Kirkwood,18,CAR,TB,11,4500,3000,3,0,0,0.0
WR,Shi Smith,18,CAR,TB,11,4700,3300,3.3,0,0,0.0
WR,Brandon Powell,18,LAR,SF,22,4500,3000,3,0,0,0.0
WR,Ben Skowronek,18,LAR,SF,22,4700,3000,3,0,0,0.0
WR,Landen Akers,18,LAR,SF,22,4500,3000,3,0,0,0.0
WR,Albert Wilson,18,MIA,NE,5,4700,3200,3.2,0,0,0.0
WR,Mack Hollins,18,MIA,NE,5,4800,3000,3,0,0,0.0
WR,Isaiah Ford,18,MIA,NE,5,4900,3000,3,0,0,0.0
WR,Preston Williams,18,MIA,NE,5,4600,3000,3,0,0,0.0
WR,Matthew Slater,18,NE,MIA,15,4500,3000,3,0,0,0.0
WR,N'Keal Harry,18,NE,MIA,15,4700,3000,3,0,0,0.0
WR,Gunner Olszewski,18,NE,MIA,15,4600,3000,3,0,0,0.0
WR,Kenny Stills,18,NO,ATL,27,4600,3000,3,0,0,0.0
WR,Marquez Callaway,18,NO,ATL,27,5900,5000,5,0,0,0.0
WR,Denzel Mims,18,NYJ,BUF,1,4800,3000,3,0,0,0.0
WR,Elijah Moore,18,NYJ,BUF,1,6000,4700,4.7,0,0,0.0
WR,Penny Hart,18,SEA,ARI,28,4600,3000,3,0,0,0.0
WR,Cody Thompson,18,SEA,ARI,28,4500,3000,3,0,0,0.0
WR,Aaron Fuller,18,SEA,ARI,28,4500,3000,3,0,0,0.0
WR,Dee Eskridge,18,SEA,ARI,28,4600,3300,3.3,0,0,0.0
WR,Travis Benjamin,18,SF,LAR,7,4500,3000,3,0,0,0.0
WR,Cyril Grayson,18,TB,CAR,6,5600,4400,4.4,0,0,0.0
WR,Justin Watson,18,TB,CAR,6,4500,3000,3,0,0,0.0
WR,Jaelon Darden,18,TB,CAR,6,4600,3000,3,0,0,0.0
WR,Andre Roberts,18,LAC,LV,2,4500,3000,3,0,0,0.0
WR,DeSean Jackson,18,LV,LAC,3,4900,3200,3.2,0,0,0.0
WR,Tyron Johnson,18,LV,LAC,3,4500,3000,3,0,0,0.0
WR,Dillon Stoner,18,LV,LAC,3,4500,3000,3,0,0,0.0
WR,Mike Thomas,19,CIN,LV,5,4500,3000,3,0,0,0.0
WR,Trent Taylor,19,CIN,LV,5,4500,3000,3,0,0,0.0
WR,Stanley Morgan,19,CIN,LV,5,4500,3000,3,0,0,0.0
WR,Trenton Irwin,19,CIN,LV,5,4500,3000,3,0,0,0.0
WR,Tyron Johnson,19,LV,CIN,15,4500,3000,3,0,0,0.0
WR,Jake Kumerow,19,BUF,NE,4,4600,3000,3,0,0,0.0
WR,Marquez Stevenson,19,BUF,NE,4,4500,3000,3,0,0,0.0
WR,Matthew Slater,19,NE,BUF,1,4500,3000,3,0,0,0.0
WR,N'Keal Harry,19,NE,BUF,1,4600,3000,3,0,0,0.0
WR,Gunner Olszewski,19,NE,BUF,1,4500,3000,3,0,0,0.0
WR,Kristian Wilkerson,19,NE,BUF,1,4700,3200,3.2,0,0,0.0
WR,Greg Ward,19,PHI,TB,11,4600,3000,3,0,0,0.0
WR,KeeSean Johnson,19,PHI,TB,11,4500,3000,3,0,0,0.0
WR,Cyril Grayson,19,TB,PHI,2,5300,4400,4.4,0,0,0.0
WR,Jaelon Darden,19,TB,PHI,2,4600,3000,3,0,0,0.0
WR,Noah Brown,19,DAL,SF,18,4700,3000,3,0,0,0.0
WR,Simi Fehoko,19,DAL,SF,18,4500,3000,3,0,0,0.0
WR,Trent Sherfield,19,SF,DAL,24,4600,3000,3,0,0,0.0
WR,Josh Gordon,19,KC,PIT,12,4600,3000,3,0,0,0.0
WR,Marcus Kemp,19,KC,PIT,12,4500,3000,3,0,0,0.0
WR,Daurice Fountain,19,KC,PIT,12,4500,3000,3,0,0,0.0
WR,Cody White,19,PIT,KC,22,4500,3000,3,0,0,0.0
WR,A.J. Green,19,ARI,LAR,17,5600,4900,4.9,0,0,0.0
WR,Andy Isabella,19,ARI,LAR,17,4600,3000,3,0,0,0.0
WR,Greg Dortch,19,ARI,LAR,17,4800,3000,3,0,0,0.0
WR,Brandon Powell,19,LAR,ARI,29,4500,3000,3,0,0,0.0
WR,Ben Skowronek,19,LAR,ARI,29,4600,3000,3,0,0,0.0
WR,Landen Akers,19,LAR,ARI,29,4500,3000,3,0,0,0.0
WR,Mike Thomas,20,CIN,TEN,31,4500,3000,3,0,0,0.0
WR,Trent Taylor,20,CIN,TEN,31,4500,3000,3,0,0,0.0
WR,Stanley Morgan,20,CIN,TEN,31,4500,3000,3,0,0,0.0
WR,Trenton Irwin,20,CIN,TEN,31,4500,3000,3,0,0,0.0
WR,Nick Westbrook-Ikhine,20,TEN,CIN,15,5100,3800,3.8,0,0,0.0
WR,Dez Fitzpatrick,20,TEN,CIN,15,4500,3000,3,0,0,0.0
WR,Racey McMath,20,TEN,CIN,15,4500,3000,3,0,0,0.0
WR,Randall Cobb,20,GB,SF,18,5300,3100,3.1,0,0,0.0
WR,Marquez Valdes-Scantling,20,GB,SF,18,5500,4300,4.3,0,0,0.0
WR,Juwann Winfree,20,GB,SF,18,4600,3000,3,0,0,0.0
WR,Amari Rodgers,20,GB,SF,18,4500,3000,3,0,0,0.0
WR,Travis Benjamin,20,SF,GB,20,4600,3000,3,0,0,0.0
WR,Trent Sherfield,20,SF,GB,20,4600,3000,3,0,0,0.0
WR,Brandon Aiyuk,20,SF,GB,20,5900,5200,5.2,0,0,0.0
WR,Brandon Powell,20,LAR,TB,11,4500,3000,3,0,0,0.0
WR,Ben Skowronek,20,LAR,TB,11,4600,3000,3,0,0,0.0
WR,Landen Akers,20,LAR,TB,11,4500,3000,3,0,0,0.0
WR,John Brown,20,TB,LAR,17,4500,3000,3,0,0,0.0
WR,Breshad Perriman,20,TB,LAR,17,5100,4000,4,0,0,0.0
WR,Cyril Grayson Jr.,20,TB,LAR,17,5200,4100,4.1,0,0,0.0
WR,Jaelon Darden,20,TB,LAR,17,4600,3000,3,0,0,0.0
WR,Jake Kumerow,20,BUF,KC,22,4600,3000,3,0,0,0.0
WR,Marquez Stevenson,20,BUF,KC,22,4500,3000,3,0,0,0.0
WR,Josh Gordon,20,KC,BUF,1,4600,3000,3,0,0,0.0
WR,Demarcus Robinson,20,KC,BUF,1,5100,3600,3.6,0,0,0.0
WR,Marcus Kemp,20,KC,BUF,1,4500,3000,3,0,0,0.0
WR,Daurice Fountain,20,KC,BUF,1,4500,3000,3,0,0,0.0
WR,Mike Thomas,21,CIN,KC,22,4500,3000,3,0,0,0.0
WR,Stanley Morgan,21,CIN,KC,22,4500,3000,3,0,0,0.0
WR,Trenton Irwin,21,CIN,KC,22,4500,3000,3,0,0,0.0
WR,Demarcus Robinson,21,KC,CIN,15,4800,3800,3.8,0,0,0.0
WR,Marcus Kemp,21,KC,CIN,15,4500,3000,3,0,0,0.0
WR,Daurice Fountain,21,KC,CIN,15,4500,3000,3,0,0,0.0
WR,Brandon Powell,21,LAR,SF,18,4500,3000,3,0,0,0.0
WR,Ben Skowronek,21,LAR,SF,18,4600,3000,3,0,0,0.0
WR,Landen Akers,21,LAR,SF,18,4500,3000,3,0,0,0.0
WR,Mohamed Sanu Sr.,21,SF,LAR,17,4500,3000,3,0,0,0.0
WR,Travis Benjamin,21,SF,LAR,17,4500,3000,3,0,0,0.0
WR,Trent Sherfield,21,SF,LAR,17,4600,3000,3,0,0,0.0
WR,KeeSean Johnson,21,SF,LAR,17,0,0,0,0,0,#DIV/0!
WR,Travis Benjamin,16,SF,TEN,31,4500,3000,3,0,0,0.0
WR,Trent Sherfield,16,SF,TEN,31,4600,3000,3,0,0,0.0
WR,Dez Fitzpatrick,16,TEN,SF,21,4600,3300,3.3,0,0,0.0
